T1TillID,T2TillID,T1OptrID,T2OptrID,T1POS,T2POS
11,12,1001,1601,1,2
11,12,1002,1602,1,2
11,12,1005,1603,1,2
11,12,1243,1604,1,2
11,12,1003,1605,1,2
11,12,1004,1606,1,2
11,12,1006,1607,1,2
11,12,1007,1608,1,2
11,12,1008,1609,1,2
11,12,1009,1610,1,2
11,12,1010,1611,1,2
11,12,1011,1612,1,2
11,12,1012,1613,1,2
11,12,1013,1614,1,2
11,12,1014,1615,1,2
11,12,1015,1616,1,2
11,12,1016,1617,1,2
11,12,1017,1618,1,2
11,12,1018,1619,1,2
11,12,1019,1620,1,2
11,12,1020,1621,1,2
11,12,1021,1622,1,2
11,12,1022,1623,1,2
11,12,1023,1624,1,2
11,12,1024,1625,1,2
11,12,1025,1626,1,2
11,12,1026,1627,1,2
11,12,1027,1628,1,2
11,12,1028,1629,1,2
11,12,1029,1630,1,2
11,12,1030,1631,1,2
11,12,1031,1632,1,2
11,12,1032,1633,1,2
11,12,1033,1634,1,2
11,12,1034,1635,1,2
11,12,1035,1636,1,2
11,12,1036,1637,1,2
11,12,1037,1638,1,2
11,12,1038,1639,1,2
11,12,1039,1640,1,2
11,12,1040,1641,1,2
11,12,1041,1642,1,2
11,12,1042,1643,1,2
11,12,1043,1644,1,2
11,12,1044,1645,1,2
11,12,1045,1646,1,2
11,12,1046,1647,1,2
11,12,1047,1648,1,2
11,12,1048,1649,1,2
11,12,1049,1650,1,2
11,12,1101,1651,1,2
11,12,1102,1652,1,2
11,12,1103,1653,1,2
11,12,1104,1654,1,2
11,12,1105,1655,1,2
11,12,1106,1656,1,2
11,12,1107,1657,1,2
11,12,1108,1658,1,2
11,12,1109,1659,1,2
11,12,1110,1660,1,2
11,12,1111,1661,1,2
11,12,1112,1662,1,2
11,12,1113,1663,1,2
11,12,1114,1664,1,2
11,12,1115,1665,1,2
11,12,1116,1666,1,2
11,12,1117,1667,1,2
11,12,1118,1668,1,2
11,12,1119,1669,1,2
11,12,1120,1670,1,2
11,12,1121,1671,1,2
11,12,1122,1672,1,2
11,12,1123,1673,1,2
11,12,1124,1674,1,2
11,12,1125,1675,1,2
11,12,1126,1676,1,2
11,12,1127,1677,1,2
11,12,1128,1678,1,2
11,12,1129,1679,1,2
11,12,1130,1680,1,2
11,12,1131,1681,1,2
11,12,1132,1682,1,2
11,12,1133,1683,1,2
11,12,1134,1684,1,2
11,12,1135,1685,1,2
11,12,1136,1686,1,2
11,12,1137,1687,1,2
11,12,1138,1688,1,2
11,12,1139,1689,1,2
11,12,1140,1690,1,2
11,12,1141,1691,1,2
11,12,1142,1692,1,2
11,12,1143,1693,1,2
11,12,1144,1694,1,2
11,12,1145,1695,1,2
11,12,1146,1696,1,2
11,12,1147,1697,1,2
11,12,1148,1698,1,2
11,12,1149,1699,1,2
11,12,1150,1700,1,2
11,12,1151,1701,1,2
11,12,1152,1702,1,2
11,12,1153,1703,1,2
11,12,1154,1704,1,2
11,12,1155,1705,1,2
11,12,1156,1706,1,2
11,12,1157,1707,1,2
11,12,1158,1708,1,2
11,12,1159,1709,1,2
11,12,1160,1710,1,2
11,12,1161,1711,1,2
11,12,1162,1712,1,2
11,12,1163,1713,1,2
11,12,1164,1714,1,2
11,12,1165,1715,1,2
11,12,1166,1716,1,2
11,12,1167,1717,1,2
11,12,1168,1718,1,2
11,12,1169,1719,1,2
11,12,1170,1720,1,2
11,12,1171,1721,1,2
11,12,1172,1722,1,2
11,12,1173,1723,1,2
11,12,1174,1724,1,2
11,12,1175,1725,1,2
11,12,1176,1726,1,2
11,12,1177,1727,1,2
11,12,1178,1728,1,2
11,12,1179,1729,1,2
11,12,1180,1730,1,2
11,12,1181,1731,1,2
11,12,1182,1732,1,2
11,12,1183,1733,1,2
11,12,1184,1734,1,2
11,12,1185,1735,1,2
11,12,1186,1736,1,2
11,12,1187,1737,1,2
11,12,1188,1738,1,2
11,12,1189,1739,1,2
11,12,1190,1740,1,2
11,12,1191,1741,1,2
11,12,1192,1742,1,2
11,12,1193,1743,1,2
11,12,1194,1744,1,2
11,12,1195,1745,1,2
11,12,1196,1746,1,2
11,12,1197,1747,1,2
11,12,1198,1748,1,2
11,12,1199,1749,1,2
11,12,1200,1750,1,2
11,12,1201,1751,1,2
11,12,1202,1752,1,2
11,12,1203,1753,1,2
11,12,1204,1754,1,2
11,12,1205,1755,1,2
11,12,1206,1756,1,2
11,12,1207,1757,1,2
11,12,1208,1758,1,2
11,12,1209,1759,1,2
11,12,1210,1760,1,2
11,12,1211,1761,1,2
11,12,1212,1762,1,2
11,12,1213,1763,1,2
11,12,1214,1764,1,2
11,12,1215,1765,1,2
11,12,1216,1766,1,2
11,12,1217,1767,1,2
11,12,1218,1768,1,2
11,12,1219,1769,1,2
11,12,1220,1770,1,2
11,12,1221,1771,1,2
11,12,1222,1772,1,2
11,12,1223,1773,1,2
11,12,1224,1774,1,2
11,12,1225,1775,1,2
11,12,1226,1776,1,2
11,12,1227,1777,1,2
11,12,1228,1778,1,2
11,12,1229,1779,1,2
11,12,1230,1780,1,2
11,12,1231,1781,1,2
11,12,1232,1782,1,2
11,12,1233,1783,1,2
11,12,1234,1784,1,2
11,12,1235,1785,1,2
11,12,1236,1786,1,2
11,12,1237,1787,1,2
11,12,1238,1788,1,2
11,12,1239,1789,1,2
11,12,1240,1790,1,2
11,12,1241,1791,1,2
11,12,1242,1792,1,2
11,12,1243,1793,1,2
11,12,1244,1794,1,2
11,12,1245,1795,1,2
11,12,1246,1796,1,2
11,12,1247,1797,1,2
11,12,1248,1798,1,2
11,12,1249,1799,1,2
11,12,1250,1800,1,2
11,12,1251,1801,1,2
11,12,1252,1802,1,2
11,12,1253,1803,1,2
11,12,1254,1804,1,2
11,12,1255,1805,1,2
11,12,1256,1806,1,2
11,12,1257,1807,1,2
11,12,1258,1808,1,2
11,12,1259,1809,1,2
11,12,1260,1810,1,2
11,12,1261,1811,1,2
11,12,1262,1812,1,2
11,12,1263,1813,1,2
11,12,1264,1814,1,2
11,12,1265,1815,1,2
11,12,1266,1816,1,2
11,12,1267,1817,1,2
11,12,1268,1818,1,2
11,12,1269,1819,1,2
11,12,1270,1820,1,2
11,12,1271,1821,1,2
11,12,1272,1822,1,2
11,12,1273,1823,1,2
11,12,1274,1824,1,2
11,12,1275,1825,1,2
11,12,1276,1826,1,2
11,12,1277,1827,1,2
11,12,1278,1828,1,2
11,12,1279,1829,1,2
11,12,1280,1830,1,2
11,12,1281,1831,1,2
11,12,1282,1832,1,2
11,12,1283,1833,1,2
11,12,1284,1834,1,2
11,12,1285,1835,1,2
11,12,1286,1836,1,2
11,12,1287,1837,1,2
11,12,1288,1838,1,2
11,12,1289,1839,1,2
11,12,1290,1840,1,2
11,12,1291,1841,1,2
11,12,1292,1842,1,2
11,12,1293,1843,1,2
11,12,1294,1844,1,2
11,12,1295,1845,1,2
11,12,1296,1846,1,2
11,12,1297,1847,1,2
11,12,1298,1848,1,2
11,12,1299,1849,1,2
11,12,1300,1850,1,2
11,12,1301,1851,1,2
11,12,1302,1852,1,2
11,12,1303,1853,1,2
11,12,1304,1854,1,2
11,12,1305,1855,1,2
11,12,1306,1856,1,2
11,12,1307,1857,1,2
11,12,1308,1858,1,2
11,12,1309,1859,1,2
11,12,1310,1860,1,2
11,12,1311,1861,1,2
11,12,1312,1862,1,2
11,12,1313,1863,1,2
11,12,1314,1864,1,2
11,12,1315,1865,1,2
11,12,1316,1866,1,2
11,12,1317,1867,1,2
11,12,1318,1868,1,2
11,12,1319,1869,1,2
11,12,1320,1870,1,2
11,12,1321,1871,1,2
11,12,1322,1872,1,2
11,12,1323,1873,1,2
11,12,1324,1874,1,2
11,12,1325,1875,1,2
11,12,1326,1876,1,2
11,12,1327,1877,1,2
11,12,1328,1878,1,2
11,12,1329,1879,1,2
11,12,1330,1880,1,2
11,12,1331,1881,1,2
11,12,1332,1882,1,2
11,12,1333,1883,1,2
11,12,1334,1884,1,2
11,12,1335,1885,1,2
11,12,1336,1886,1,2
11,12,1337,1887,1,2
11,12,1338,1888,1,2
11,12,1339,1889,1,2
11,12,1340,1890,1,2
11,12,1341,1891,1,2
11,12,1342,1892,1,2
11,12,1343,1893,1,2
11,12,1344,1894,1,2
11,12,1345,1895,1,2
11,12,1346,1896,1,2
11,12,1347,1897,1,2
11,12,1348,1898,1,2
11,12,1349,1899,1,2
11,12,1350,1900,1,2
11,12,1351,1901,1,2
11,12,1352,1902,1,2
11,12,1353,1903,1,2
11,12,1354,1904,1,2
11,12,1355,1905,1,2
11,12,1356,1906,1,2
11,12,1357,1907,1,2
11,12,1358,1908,1,2
11,12,1359,1909,1,2
11,12,1360,1910,1,2
11,12,1361,1911,1,2
11,12,1362,1912,1,2
11,12,1363,1913,1,2
11,12,1364,1914,1,2
11,12,1365,1915,1,2
11,12,1366,1916,1,2
11,12,1367,1917,1,2
11,12,1368,1918,1,2
11,12,1369,1919,1,2
11,12,1370,1920,1,2
11,12,1371,1921,1,2
11,12,1372,1922,1,2
11,12,1373,1923,1,2
11,12,1374,1924,1,2
11,12,1375,1925,1,2
11,12,1376,1926,1,2
11,12,1377,1927,1,2
11,12,1378,1928,1,2
11,12,1379,1929,1,2
11,12,1380,1930,1,2
11,12,1381,1931,1,2
