TYP#SNO#=2
DATI#SNO#=#DATI#
STATION_NR#SNO#=#STATION_NR#
SHF#SNO#=#ShiftID#
ACC_REP_NR#SNO#=#ACC_REP_NR#
OPID#SNO#=#OPID#
REF#SNO#=#AccDayNum#@TillID@#REFSEQ#
SEQ#SNO#=#SEQ#
SAFTDATI#SNO#=#DATI#
LCUR#SNO#=10
PAN#SNO#=705505*******550462
LTYP#SNO#=396
LPAN#SNO#=2913547554975
MERCH_ID#SNO#,1=A
MERCH_NAME#SNO#,1=Test Store
MERCH_RECEIPT_SEQ_NR#SNO#,1=0#STATION_NR#00261640
PMP#SNO#,1=16
PUMP_MODE#SNO#,1=1,1,1
NOZZLE#SNO#,1=1
NDATI#SNO#,1=20220930063415
START_DATE#SNO#,1=20220930063311
PRI#SNO#,1=1.959
BASEPRI#SNO#,1=1.959
QTY#SNO#,1=8.53
QTYUNIT#SNO#,1=2
GAMT#SNO#,1=16.71
AMT#SNO#,1=16.71
UGAMT#SNO#,1=16.71
UAMT#SNO#,1=16.71
PLU#SNO#,1=16
NAM#SNO#,1=Adblue
GRP#SNO#,1=1000101
CRD#SNO#,1=450
EXTREF#SNO#,1=18
ART_MERCH_ID#SNO#,1=A
PRC#SNO#,1=20.00
VAMT#SNO#,1=2.78
EXC#SNO#,1=13.93
INC#SNO#,1=16.71
NQUA_CHANGEABLE#SNO#,1=25825.27
PMP#SNO#,2=10
PUMP_MODE#SNO#,2=1,1,1
NOZZLE#SNO#,2=1
NDATI#SNO#,2=20220930063414
START_DATE#SNO#,2=20220930063232
PRI#SNO#,2=1.799
BASEPRI#SNO#,2=1.799
QTY#SNO#,2=125.01
QTYUNIT#SNO#,2=2
GAMT#SNO#,2=224.89
AMT#SNO#,2=224.89
UGAMT#SNO#,2=224.89
UAMT#SNO#,2=224.89
PLU#SNO#,2=8
NAM#SNO#,2=FS Diesel
GRP#SNO#,2=1000101
CRD#SNO#,2=425
EXTREF#SNO#,2=19
ART_MERCH_ID#SNO#,2=A
PRC#SNO#,2=20.00
VAMT#SNO#,2=37.48
EXC#SNO#,2=187.41
INC#SNO#,2=224.89
NQUA_CHANGEABLE#SNO#,2=782829.25
PMP#SNO#,3=10
PUMP_MODE#SNO#,3=1,1,1
NOZZLE#SNO#,3=1
NDATI#SNO#,3=20220930063942
START_DATE#SNO#,3=20220930063821
PRI#SNO#,3=1.799
BASEPRI#SNO#,3=1.799
QTY#SNO#,3=116.22
QTYUNIT#SNO#,3=2
GAMT#SNO#,3=209.08
AMT#SNO#,3=209.08
UGAMT#SNO#,3=209.08
UAMT#SNO#,3=209.08
PLU#SNO#,3=8
NAM#SNO#,3=FS Diesel
GRP#SNO#,3=1000101
CRD#SNO#,3=425
EXTREF#SNO#,3=19
ART_MERCH_ID#SNO#,3=A
PRC#SNO#,3=20.00
VAMT#SNO#,3=34.85
EXC#SNO#,3=174.23
INC#SNO#,3=209.08
NQUA_CHANGEABLE#SNO#,3=782945.47
PMP#SNO#,4=16
PUMP_MODE#SNO#,4=1,1,1
NOZZLE#SNO#,4=1
NDATI#SNO#,4=20220930064108
START_DATE#SNO#,4=20220930063945
PRI#SNO#,4=1.959
BASEPRI#SNO#,4=1.959
QTY#SNO#,4=28.93
QTYUNIT#SNO#,4=2
GAMT#SNO#,4=56.67
AMT#SNO#,4=56.67
UGAMT#SNO#,4=56.67
UAMT#SNO#,4=56.67
PLU#SNO#,4=16
NAM#SNO#,4=Adblue
GRP#SNO#,4=1000101
CRD#SNO#,4=450
EXTREF#SNO#,4=18
ART_MERCH_ID#SNO#,4=A
PRC#SNO#,4=20.00
VAMT#SNO#,4=9.44
EXC#SNO#,4=47.23
INC#SNO#,4=56.67
NQUA_CHANGEABLE#SNO#,4=25854.20
CPPAN#SNO#,1=705505*******550462
MOP#SNO#,1=6
MOP_ADDX#SNO#,1=50
MOP_ADDY#SNO#,1=2
ROP#SNO#,1=1
PM#SNO#,1=949
PSUB#SNO#,1=2
PA#SNO#,1=507.35
SLSTOT#SNO#=507.35
