TYP#SNO#=2
DATI#SNO#=#DATI#
STATION_NR#SNO#=#STATION_NR#
SHF#SNO#=#ShiftID#
ACC_REP_NR#SNO#=#ACC_REP_NR#
OPID#SNO#=#OPID#
REF#SNO#=#AccDayNum#@TillID@#REFSEQ#
SEQ#SNO#=#SEQ#
SAFTDATI#SNO#=#DATI#
LCUR#SNO#=10
PAN#SNO#=481925*******650
MERCH_ID#SNO#,1=A
MERCH_NAME#SNO#,1=Test Store
MERCH_RECEIPT_SEQ_NR#SNO#,1=0#STATION_NR#00261639
PRI#SNO#,1=1.99
UPR#SNO#,1=1.99
QTY#SNO#,1=1.00
QTYUNIT#SNO#,1=1
GAMT#SNO#,1=1.99
AMT#SNO#,1=1.99
UGAMT#SNO#,1=1.99
UAMT#SNO#,1=1.99
PLU#SNO#,1=102839
NAM#SNO#,1=WBIX OTG DRINK STRAW
GRP#SNO#,1=5029
CRD#SNO#,1=6000
BAR#SNO#,1=5010029217902
ART_MERCH_ID#SNO#,1=A
EXC#SNO#,1=1.99
INC#SNO#,1=1.99
PRI#SNO#,2=1.29
UPR#SNO#,2=1.29
QTY#SNO#,2=1.00
QTYUNIT#SNO#,2=1
GAMT#SNO#,2=1.29
AMT#SNO#,2=1.29
UGAMT#SNO#,2=1.29
UAMT#SNO#,2=1.29
PLU#SNO#,2=111729
NAM#SNO#,2=CAD DOUBLE DECKER DU
GRP#SNO#,2=5027
CRD#SNO#,2=3119
BAR#SNO#,2=7622201439095
ART_MERCH_ID#SNO#,2=A
PRC#SNO#,2=20.00
VAMT#SNO#,2=0.21
EXC#SNO#,2=1.08
INC#SNO#,2=1.29
PRI#SNO#,3=1.89
UPR#SNO#,3=1.89
QTY#SNO#,3=1.00
QTYUNIT#SNO#,3=1
GAMT#SNO#,3=1.89
AMT#SNO#,3=1.89
UGAMT#SNO#,3=1.89
UAMT#SNO#,3=1.89
PLU#SNO#,3=106904
NAM#SNO#,3=NOMADIC OAT CHOC LF
GRP#SNO#,3=5029
CRD#SNO#,3=6000
BAR#SNO#,3=53911#SNO#00821
ART_MERCH_ID#SNO#,3=A
EXC#SNO#,3=1.89
INC#SNO#,3=1.89
PRI#SNO#,4=3.99
UPR#SNO#,4=3.99
QTY#SNO#,4=1.00
QTYUNIT#SNO#,4=1
GAMT#SNO#,4=3.99
AMT#SNO#,4=3.99
UGAMT#SNO#,4=3.99
UAMT#SNO#,4=3.99
PLU#SNO#,4=100523
NAM#SNO#,4=DBS 4 CHEESE TOASTIE
GRP#SNO#,4=5012
CRD#SNO#,4=1319
BAR#SNO#,4=20917265
ART_MERCH_ID#SNO#,4=A
PRC#SNO#,4=20.00
VAMT#SNO#,4=0.66
EXC#SNO#,4=3.33
INC#SNO#,4=3.99
CPPAN#SNO#,1=481925*******650
MOP#SNO#,1=6
MOP_ADDX#SNO#,1=50
MOP_ADDY#SNO#,1=13
ROP#SNO#,1=1
PM#SNO#,1=949
PSUB#SNO#,1=13
PA#SNO#,1=9.16
SLSTOT#SNO#=9.16
