TYP#SNO#=2
DATI#SNO#=#DATI#
STATION_NR#SNO#=#STATION_NR#
SHF#SNO#=#ShiftID#
ACC_REP_NR#SNO#=#ACC_REP_NR#
OPID#SNO#=#OPID#
REF#SNO#=#AccDayNum#@TillID@#REFSEQ#
SEQ#SNO#=#SEQ#
SAFTDATI#SNO#=#DATI#
LCUR#SNO#=10
PAN#SNO#=700205*******652169
MERCH_ID#SNO#,1=A
MERCH_NAME#SNO#,1=Test Store
MERCH_RECEIPT_SEQ_NR#SNO#,1=0#STATION_NR#00261646
PMP#SNO#,1=6
PUMP_MODE#SNO#,1=1,1,1
NOZZLE#SNO#,1=4
NDATI#SNO#,1=20220930064335
START_DATE#SNO#,1=20220930064202
PRI#SNO#,1=1.799
BASEPRI#SNO#,1=1.799
QTY#SNO#,1=44.18
QTYUNIT#SNO#,1=2
GAMT#SNO#,1=79.48
AMT#SNO#,1=79.48
UGAMT#SNO#,1=79.48
UAMT#SNO#,1=79.48
PLU#SNO#,1=8
NAM#SNO#,1=FS Diesel
GRP#SNO#,1=1000101
CRD#SNO#,1=425
EXTREF#SNO#,1=19
ART_MERCH_ID#SNO#,1=A
PRC#SNO#,1=20.00
VAMT#SNO#,1=13.25
EXC#SNO#,1=66.23
INC#SNO#,1=79.48
NQUA_CHANGEABLE#SNO#,1=417881.77
CPPAN#SNO#,1=700205*******652169
MOP#SNO#,1=6
MOP_ADDX#SNO#,1=50
MOP_ADDY#SNO#,1=1
ROP#SNO#,1=1
PM#SNO#,1=949
PSUB#SNO#,1=1
PA#SNO#,1=79.48
SLSTOT#SNO#=79.48
