TYP#SNO#=2
DATI#SNO#=#DATI#
STATION_NR#SNO#=#STATION_NR#
SHF#SNO#=#ShiftID#
ACC_REP_NR#SNO#=#ACC_REP_NR#
OPID#SNO#=#OPID#
REF#SNO#=#AccDayNum#@TillID@#REFSEQ#
SEQ#SNO#=#SEQ#
SAFTDATI#SNO#=#DATI#
LCUR#SNO#=10
PAN#SNO#=483211*******762
MERCH_ID#SNO#,1=A
MERCH_NAME#SNO#,1=Test Store
MERCH_RECEIPT_SEQ_NR#SNO#,1=0#STATION_NR#00261651
PRI#SNO#,1=1.89
UPR#SNO#,1=1.89
QTY#SNO#,1=1.00
QTYUNIT#SNO#,1=1
GAMT#SNO#,1=1.89
AMT#SNO#,1=1.89
UGAMT#SNO#,1=1.89
UAMT#SNO#,1=1.89
PLU#SNO#,1=106903
NAM#SNO#,1=NOMADIC O/C STRW LF
GRP#SNO#,1=5029
CRD#SNO#,1=6000
BAR#SNO#,1=5391115000302
ART_MERCH_ID#SNO#,1=A
EXC#SNO#,1=1.89
INC#SNO#,1=1.89
PRI#SNO#,2=2.19
UPR#SNO#,2=2.19
QTY#SNO#,2=1.00
QTYUNIT#SNO#,2=1
GAMT#SNO#,2=2.19
AMT#SNO#,2=2.19
UGAMT#SNO#,2=2.19
UAMT#SNO#,2=2.19
PLU#SNO#,2=107020
NAM#SNO#,2=COSTA CHLLD LATTE 25
GRP#SNO#,2=5029
CRD#SNO#,2=6000
BAR#SNO#,2=5449000276025
ART_MERCH_ID#SNO#,2=A
EXC#SNO#,2=2.19
INC#SNO#,2=2.19
PRI#SNO#,3=2.19
UPR#SNO#,3=2.19
QTY#SNO#,3=1.00
QTYUNIT#SNO#,3=1
GAMT#SNO#,3=2.19
AMT#SNO#,3=2.19
UGAMT#SNO#,3=2.19
UAMT#SNO#,3=2.19
PLU#SNO#,3=115253
NAM#SNO#,3=STARBUCKS DOUBLESHOT
GRP#SNO#,3=5029
CRD#SNO#,3=6000
BAR#SNO#,3=5711953145315
ART_MERCH_ID#SNO#,3=A
EXC#SNO#,3=2.19
INC#SNO#,3=2.19
PRI#SNO#,4=2.19
UPR#SNO#,4=2.19
QTY#SNO#,4=1.00
QTYUNIT#SNO#,4=1
GAMT#SNO#,4=2.19
AMT#SNO#,4=2.19
UGAMT#SNO#,4=2.19
UAMT#SNO#,4=2.19
PLU#SNO#,4=108211
NAM#SNO#,4=RED BULL SUGAR FREE
GRP#SNO#,4=5025
CRD#SNO#,4=7119
BAR#SNO#,4=9002490206215
ART_MERCH_ID#SNO#,4=A
PRC#SNO#,4=20.00
VAMT#SNO#,4=0.36
EXC#SNO#,4=1.83
INC#SNO#,4=2.19
PRI#SNO#,5=6.19
UPR#SNO#,5=6.19
QTY#SNO#,5=1.00
QTYUNIT#SNO#,5=1
GAMT#SNO#,5=6.19
AMT#SNO#,5=6.19
UGAMT#SNO#,5=6.19
UAMT#SNO#,5=6.19
PLU#SNO#,5=113397
NAM#SNO#,5=ELFBAR DISP WTRMLN 1
GRP#SNO#,5=5022
CRD#SNO#,5=4019
BAR#SNO#,5=6975207753216
ART_MERCH_ID#SNO#,5=A
PRC#SNO#,5=20.00
VAMT#SNO#,5=1.03
EXC#SNO#,5=5.16
INC#SNO#,5=6.19
CPPAN#SNO#,1=483211*******762
MOP#SNO#,1=6
MOP_ADDX#SNO#,1=50
MOP_ADDY#SNO#,1=13
ROP#SNO#,1=1
PM#SNO#,1=949
PSUB#SNO#,1=13
PA#SNO#,1=14.65
SLSTOT#SNO#=14.65
