TYP#SNO#=2
DATI#SNO#=#DATI#
STATION_NR#SNO#=#STATION_NR#
SHF#SNO#=#ShiftID#
ACC_REP_NR#SNO#=#ACC_REP_NR#
OPID#SNO#=#OPID#
REF#SNO#=#AccDayNum#@TillID@#REFSEQ#
SEQ#SNO#=#SEQ#
SAFTDATI#SNO#=#DATI#
LCUR#SNO#=10
REPL#SNO#=2
MERCH_ID#SNO#,1=A
MERCH_NAME#SNO#,1=Test Store
MERCH_RECEIPT_SEQ_NR#SNO#,1=0#STATION_NR#00261648
PRI#SNO#,1=1.90
UPR#SNO#,1=1.90
PROGPRI#SNO#,1=2.50
PROGUPR#SNO#,1=2.50
QTY#SNO#,1=1.00
QTYUNIT#SNO#,1=1
GAMT#SNO#,1=1.90
AMT#SNO#,1=1.90
UGAMT#SNO#,1=1.90
UAMT#SNO#,1=1.90
PLU#SNO#,1=113435
NAM#SNO#,1=T UK WED X1 £2.50
GRP#SNO#,1=5024
CRD#SNO#,1=1319
BAR#SNO#,1=9771742498530
ART_MERCH_ID#SNO#,1=A
EXC#SNO#,1=1.90
INC#SNO#,1=1.90
PRI#SNO#,2=1.10
UPR#SNO#,2=1.10
PROGPRI#SNO#,2=2.50
PROGUPR#SNO#,2=2.50
QTY#SNO#,2=1.00
QTYUNIT#SNO#,2=1
GAMT#SNO#,2=1.10
AMT#SNO#,2=1.10
UGAMT#SNO#,2=1.10
UAMT#SNO#,2=1.10
PLU#SNO#,2=113435
NAM#SNO#,2=T UK WED X1 £2.50
GRP#SNO#,2=5024
CRD#SNO#,2=1319
BAR#SNO#,2=9771742498530
ART_MERCH_ID#SNO#,2=A
EXC#SNO#,2=1.10
INC#SNO#,2=1.10
MOP#SNO#,1=1
MOP_ADDX#SNO#,1=10
ROP#SNO#,1=1
PM#SNO#,1=110
PA#SNO#,1=3.00
SLSTOT#SNO#=3.00
