TYP#SNO#=2
DATI#SNO#=#DATI#
STATION_NR#SNO#=#STATION_NR#
SHF#SNO#=#ShiftID#
ACC_REP_NR#SNO#=#ACC_REP_NR#
OPID#SNO#=#OPID#
REF#SNO#=#AccDayNum#@TillID@#REFSEQ#
SEQ#SNO#=#SEQ#
SAFTDATI#SNO#=#DATI#
LCUR#SNO#=10
PAN#SNO#=537317*******297
MERCH_ID#SNO#,1=A
MERCH_NAME#SNO#,1=Test Store
MERCH_RECEIPT_SEQ_NR#SNO#,1=0#STATION_NR#00261652
PMP#SNO#,1=2
PUMP_MODE#SNO#,1=1,1,1
NOZZLE#SNO#,1=3
NDATI#SNO#,1=20220930064537
START_DATE#SNO#,1=20220930064438
PRI#SNO#,1=1.929
BASEPRI#SNO#,1=1.929
QTY#SNO#,1=25.93
QTYUNIT#SNO#,1=2
GAMT#SNO#,1=50.02
AMT#SNO#,1=50.02
UGAMT#SNO#,1=50.02
UAMT#SNO#,1=50.02
PLU#SNO#,1=7
NAM#SNO#,1=V-Power DSL
GRP#SNO#,1=1000101
CRD#SNO#,1=430
EXTREF#SNO#,1=7
ART_MERCH_ID#SNO#,1=A
PRC#SNO#,1=20.00
VAMT#SNO#,1=8.34
EXC#SNO#,1=41.68
INC#SNO#,1=50.02
NQUA_CHANGEABLE#SNO#,1=20401.20
CPPAN#SNO#,1=537317*******297
MOP#SNO#,1=6
MOP_ADDX#SNO#,1=50
MOP_ADDY#SNO#,1=14
ROP#SNO#,1=1
PM#SNO#,1=949
PSUB#SNO#,1=14
PA#SNO#,1=50.02
SLSTOT#SNO#=50.02
