TYP#SNO#=2
DATI#SNO#=#DATI#
STATION_NR#SNO#=#STATION_NR#
SHF#SNO#=#ShiftID#
ACC_REP_NR#SNO#=#ACC_REP_NR#
OPID#SNO#=#OPID#
REF#SNO#=#AccDayNum#@TillID@#REFSEQ#
SEQ#SNO#=#SEQ#
SAFTDATI#SNO#=#DATI#
LCUR#SNO#=10
REPL#SNO#=2
MERCH_ID#SNO#,1=A
MERCH_NAME#SNO#,1=Test Store
MERCH_RECEIPT_SEQ_NR#SNO#,1=0#STATION_NR#00261662
PRI#SNO#,1=2.19
UPR#SNO#,1=2.19
QTY#SNO#,1=1.00
QTYUNIT#SNO#,1=1
GAMT#SNO#,1=2.19
AMT#SNO#,1=2.19
UGAMT#SNO#,1=2.19
UAMT#SNO#,1=2.19
PLU#SNO#,1=108211
NAM#SNO#,1=RED BULL SUGAR FREE
GRP#SNO#,1=5025
CRD#SNO#,1=7119
BAR#SNO#,1=9002490206215
ART_MERCH_ID#SNO#,1=A
PRC#SNO#,1=20.00
VAMT#SNO#,1=0.36
EXC#SNO#,1=1.83
INC#SNO#,1=2.19
PRI#SNO#,2=2.20
UPR#SNO#,2=2.20
QTY#SNO#,2=1.00
QTYUNIT#SNO#,2=1
GAMT#SNO#,2=2.20
AMT#SNO#,2=2.20
UGAMT#SNO#,2=2.20
UAMT#SNO#,2=2.20
PLU#SNO#,2=100469
NAM#SNO#,2=DBS ALL-BT P PAST SA
GRP#SNO#,2=5012
CRD#SNO#,2=1319
BAR#SNO#,2=20915902
ART_MERCH_ID#SNO#,2=A
PRC#SNO#,2=20.00
VAMT#SNO#,2=0.37
EXC#SNO#,2=1.83
INC#SNO#,2=2.20
PRI#SNO#,3=18.90
UPR#SNO#,3=18.90
QTY#SNO#,3=1.00
QTYUNIT#SNO#,3=1
GAMT#SNO#,3=18.90
AMT#SNO#,3=18.90
UGAMT#SNO#,3=18.90
UAMT#SNO#,3=18.90
PLU#SNO#,3=101209
NAM#SNO#,3=EU AMBER LEAF 30G
GRP#SNO#,3=5022
CRD#SNO#,3=4019
BAR#SNO#,3=5000143958621
ART_MERCH_ID#SNO#,3=A
PRC#SNO#,3=20.00
VAMT#SNO#,3=3.15
EXC#SNO#,3=15.75
INC#SNO#,3=18.90
PRI#SNO#,4=1.55
UPR#SNO#,4=1.55
QTY#SNO#,4=1.00
QTYUNIT#SNO#,4=1
GAMT#SNO#,4=1.55
AMT#SNO#,4=1.55
UGAMT#SNO#,4=1.55
UAMT#SNO#,4=1.55
PLU#SNO#,4=104441
NAM#SNO#,4=SWAN EXTRA SLIM FILT
GRP#SNO#,4=5022
CRD#SNO#,4=4019
BAR#SNO#,4=50226894
ART_MERCH_ID#SNO#,4=A
PRC#SNO#,4=20.00
VAMT#SNO#,4=0.26
EXC#SNO#,4=1.29
INC#SNO#,4=1.55
MOP#SNO#,1=1
MOP_ADDX#SNO#,1=10
ROP#SNO#,1=1
PM#SNO#,1=110
PA#SNO#,1=30.00
MOP#SNO#,2=1
MOP_ADDX#SNO#,2=10
ROP#SNO#,2=2
PM#SNO#,2=5110
PA#SNO#,2=-5.16
SLSTOT#SNO#=24.84
