TYP#SNO#=2
DATI#SNO#=#DATI#
STATION_NR#SNO#=#STATION_NR#
SHF#SNO#=#ShiftID#
ACC_REP_NR#SNO#=#ACC_REP_NR#
OPID#SNO#=#OPID#
REF#SNO#=#AccDayNum#@TillID@#REFSEQ#
SEQ#SNO#=#SEQ#
SAFTDATI#SNO#=#DATI#
LCUR#SNO#=10
PAN#SNO#=518652*******124
MERCH_ID#SNO#,1=A
MERCH_NAME#SNO#,1=Test Store
MERCH_RECEIPT_SEQ_NR#SNO#,1=0#STATION_NR#00261663
PMP#SNO#,1=4
PUMP_MODE#SNO#,1=1,1,1
NOZZLE#SNO#,1=1
NDATI#SNO#,1=20220930065149
START_DATE#SNO#,1=20220930065117
PRI#SNO#,1=1.619
BASEPRI#SNO#,1=1.619
QTY#SNO#,1=12.36
QTYUNIT#SNO#,1=2
GAMT#SNO#,1=20.01
AMT#SNO#,1=20.01
UGAMT#SNO#,1=20.01
UAMT#SNO#,1=20.01
PLU#SNO#,1=6
NAM#SNO#,1=FS Unleaded
GRP#SNO#,1=1000101
CRD#SNO#,1=325
EXTREF#SNO#,1=6
ART_MERCH_ID#SNO#,1=A
PRC#SNO#,1=20.00
VAMT#SNO#,1=3.33
EXC#SNO#,1=16.68
INC#SNO#,1=20.01
NQUA_CHANGEABLE#SNO#,1=138053.86
CPPAN#SNO#,1=518652*******124
MOP#SNO#,1=6
MOP_ADDX#SNO#,1=50
MOP_ADDY#SNO#,1=15
ROP#SNO#,1=1
PM#SNO#,1=949
PSUB#SNO#,1=15
PA#SNO#,1=20.01
SLSTOT#SNO#=20.01
