TYP#SNO#=2
DATI#SNO#=#DATI#
STATION_NR#SNO#=#STATION_NR#
SHF#SNO#=#ShiftID#
ACC_REP_NR#SNO#=#ACC_REP_NR#
OPID#SNO#=#OPID#
REF#SNO#=#@AccDayNum@#@TillID@#REFSEQ#
SEQ#SNO#=#SEQ#
SAFTDATI#SNO#=#DATI#
LCUR#SNO#=10
PAN#SNO#=481882*******796
MERCH_ID#SNO#,1=A
MERCH_NAME#SNO#,1=Test Store
MERCH_RECEIPT_SEQ_NR#SNO#,1=0#STATION_NR#00261664
PRI#SNO#,1=6.55
UPR#SNO#,1=6.55
QTY#SNO#,1=1.00
QTYUNIT#SNO#,1=1
GAMT#SNO#,1=6.55
AMT#SNO#,1=6.55
UGAMT#SNO#,1=6.55
UAMT#SNO#,1=6.55
PLU#SNO#,1=106731
NAM#SNO#,1=NRG WOVEN 6FT MICRO
GRP#SNO#,1=5024
CRD#SNO#,1=6000
BAR#SNO#,1=5060429750677
ART_MERCH_ID#SNO#,1=A
PRC#SNO#,1=20.00
VAMT#SNO#,1=1.09
EXC#SNO#,1=5.46
INC#SNO#,1=6.55
CPPAN#SNO#,1=481882*******796
MOP#SNO#,1=6
MOP_ADDX#SNO#,1=50
MOP_ADDY#SNO#,1=13
ROP#SNO#,1=1
PM#SNO#,1=949
PSUB#SNO#,1=13
PA#SNO#,1=6.55
SLSTOT#SNO#=6.55
