0|C00000000009802|502205|1.49|3|-Aansteker Cuba Oldtimer|-Aansteker Cuba Oldtimer||0|0|M|0|null|Aansteker CubaOldtmr|0|0.0|0|0.0|0.0|0.0| |1|EACH|null|5022|0|0.0|false|   |null|0|false|0|||false|0|0|false|false|null|1|false|0||0.0|1|true|0|0|0|0.0|0|true|false|0.0|0.0|EACH|1|EACH|1.49|6019|1||1||false|false|1.49||false|0||false|null|null|null|null|502205|5022|Accessories|3|0|0|0|1|0|null|13|0|0|false|5022|Tobacco|13|3|21||0|0|0|0.0|1.49|1|13.21|1.49|6019|SPECIALITEITEN H|EACH|EACH|1|false|2019-10-30 22:02:09.913|ADMIN|0.0|0.2642|0.2642|3|21|21% (3)|C000000015|true|624640|50|0.0|0|0|false|13.21|50|0.0|1|EACH||false|0.264|13.2|0.2642|null|C000000015|Lekkerland Nederland|false|C000000015|C00000000009802|0848|13.21|1|EACH|EACH|1|EACH|EACH|1||null||0.0||0|0
0|C00000000009803|502204|9.99|1|-Vuse Epen Device Graphit Blac|-Vuse Epen Device Graphit Blac||0|0|M|0|null|Vuse Epen D GrphtBl|0|0.0|0|0.0|0.0|0.0| |1|EACH|null|5022|0|0.0|false|   |null|0|false|0|||false|0|0|false|false|null|1|false|0||0.0|1|true|0|0|0|0.0|0|true|false|0.0|0.0|EACH|1|EACH|9.99|6019|1||1||false|false|9.99||false|0||false|null|null|null|null|502204|5022|Smokeless Tobacco|1|0|0|0|1|0|null|13|0|0|false|5022|Tobacco|13|1|9||0|0|0|0.0|9999.0|1|5.77|9.99|6019|SPECIALITEITEN H|EACH|EACH|1|false|2019-10-30 22:02:09.913|ADMIN|0.0|5.77|5.77|1|9|9% (1)|C000000015|true|851485|1|0.0|0|0|false|5.77|1|0.0|1|EACH||false|5.77|5.77|5.77|null|C000000015|Lekkerland Nederland|false|C000000015|C00000000009803|0848|5.77|1|EACH|EACH|1|EACH|EACH|1||null||0.0||0|0
0|C0000000022|502201|9.8|3|Dunhill Prime White 20|Dunhill Prime White 20||0|0|M|0|null|Dunhill Prime White 20|0|0.0|0|0.0|0.0|0.0| |1|EACH|0.0|5022|0|0.0|false|   |null|0|false|0|||true|0|0|false|false|0|1|false|0||0.0|1|true|20|0|0|0.0|0|false|false|0.0|0.0|EACH|1|EACH|8.2|4000|1||1||false|false|9.8||false|0||false|||||502201|5022|Cigarettes|3|20|0|0|1|0|null|13|0|0|false|5022|Tobacco|13|3|21||0|0|0|0.0|8.2|1|73.23|9.8|4000|TABAKSWAREN|EACH|EACH|1|false|2019-10-30 22:02:09.913|ADMIN|0.0|6.331|6.331|3|21|21% (3)|C000000015|true|835838_2304|10|0.0|0|0|false|73.23|10|0.0|1|EACH||false|7.323|73.23|7.323|0|C000000015|Lekkerland Nederland|false|C000000015|C0000000022|0848|73.23|10|EACH|EACH|1|EACH|EACH|1||||0.0||0|0
0|C0000000023|502201|9.7|3|Davidoff Classic 20|Davidoff Classic 20||0|0|M|0|null|Davidoff Classic 20|0|0.0|0|0.0|0.0|0.0| |1|EACH|0.0|5022|0|0.0|false|   |null|0|false|0|||true|0|0|false|false|0|1|false|0||0.0|1|true|20|0|0|0.0|0|false|false|0.0|0.0|EACH|1|EACH|8.5|4000|1||1||false|false|9.7||false|0||false|null|null|null|null|502201|5022|Cigarettes|3|20|0|0|1|0|null|13|0|0|false|5022|Tobacco|13|3|21||0|0|0|0.0|8.5|1|74.3|9.7|4000|TABAKSWAREN|EACH|EACH|1|false|2019-10-30 22:02:09.913|ADMIN|0.0|6.362|6.362|3|21|21% (3)|C000000015|false|835064_90|10|0.0|0|0|false|48.68|10|0.0|1|EACH||false|4.868|48.68|4.868|null|C000000015|Lekkerland Nederland|false|C000000015|C0000000023|0848|48.68|10|EACH|EACH|1|EACH|EACH|1||null||0.0||0|0
0|C0000000024|502206|11.4|3|Samson 40g|Samson 40g||0|0|M|0|null|Samson 40g|0|0.0|0|0.0|0.0|0.0| |1|EACH|0.0|5022|0|0.0|false|   |null|0|false|0|||true|0|0|false|false|0|1|false|0||0.0|1|true|0|0|0|0.0|0|false|false|0.0|0.0|EACH|1|EACH|11.4|4000|1||1||false|false|11.4||false|0||false|null|null|null|null|502206|5022|Other Tobacco|3|0|0|0|1|0|null|13|0|0|false|5022|Tobacco|13|3|21||0|0|0|0.0|113.0|1|117.09|11.4|4000|TABAKSWAREN|EACH|EACH|1|false|2019-10-30 22:02:09.913|ADMIN|0.0|8.734|8.734|3|21|21% (3)|C000000015|true|808253_2311|10|0.0|0|0|false|117.09|10|0.0|1|EACH||false|0.0|0.0|11.709|null|C000000015|Lekkerland Nederland|false|C000000015|C0000000024|0848|117.09|10|EACH|EACH|1|EACH|EACH|1||null||0.0||0|0
50|C0000000035|502205|0.4|3|Drum Vloei 60v|Drum Vloei 60v||0|0|M|0|null|Drum Vloei 60v|0|0.0|0|0.0|0.0|0.0| |1|EACH|0.0|5022|0|0.0|false|   |null|0|false|0|||true|0|0|false|false|0|1|false|0||0.0|1|true|0|0|0|0.0|0|false|false|0.0|0.0|EACH|1|EACH|0.4|6019|1||1||false|false|0.4||false|0||false|null|null|null|null|502205|5022|Accessories|3|0|0|0|1|0|null|13|0|0|false|5022|Tobacco|13|3|21||275|0|0|0.0|0.4|1|31.08|0.4|6019|SPECIALITEITEN H|EACH|EACH|1|false|2019-10-30 22:02:09.913|ADMIN|0.0|125.35|125.35|3|21|21% (3)|C000000015|true|814334|100|0.4|0|0|false|31.08|100|0.0|1|EACH||false|0.2664|22.45|0.31079999999999997|null|C000000015|Lekkerland Nederland|false|C000000015|C0000000035|0848|31.08|100|EACH|EACH|1|EACH|EACH|1||null||0.0||0|50
0|C0000000057|502202|17.1|3|Oud Kampen Elite 20|Oud Kampen Elite 20||0|0|M|0|null|OUD KAMPEN E 20|0|0.0|0|0.0|0.0|0.0| |1|EACH|0.0|5022|0|0.0|false|   |null|0|false|0|||true|0|0|false|false|0|1|false|0||0.0|1|true|0|0|0|0.0|0|false|false|0.0|0.0|EACH|1|EACH|17.1|4000|1||1||false|false|17.1||false|0||false|null|null|null|null|502202|5022|Cigars|3|0|0|0|1|0|null|13|0|0|false|5022|Tobacco|13|3|21||0|0|0|0.0|82.5|1|57.85|17.1|4000|TABAKSWAREN|EACH|EACH|1|false|2019-10-30 22:02:09.913|ADMIN|0.0|10.966|10.966|3|21|21% (3)|C000000015|true|818100_2303|5|0.0|0|0|false|57.85|5|0.0|1|EACH||false|0.0|0.0|11.57|null|C000000015|Lekkerland Nederland|false|C000000015|C0000000057|0848|57.85|5|EACH|EACH|1|EACH|EACH|1||null||0.0||0|0
50|C0000000076|502201|5.0|3|Camel Blue 20|Camel Blue 20||0|0|M|0|null|Camel Blue 20|0|0.0|0|0.0|0.0|0.0| |1|EACH|0.0|5022|0|0.0|false|   |null|0|false|0|||true|0|0|false|false|0|1|false|0||0.0|1|true|20|0|0|0.0|0|false|false|0.0|0.0|EACH|1|EACH|7.7|4000|1||1||false|false|5.0||false|0||false|null|null|null|null|502201|5022|Cigarettes|3|20|0|0|1|0|null|13|0|0|false|5022|Tobacco|13|3|21||0|0|0|0.0|77.0|1|69.85|5.0|4000|TABAKSWAREN|EACH|EACH|1|false|2019-10-30 22:02:09.913|ADMIN|0.0|8.05|8.05|3|21|21% (3)|C000000015|true|819972_2304|10|0.0|0|0|false|69.85|10|0.0|1|EACH||false|0.0|0.0|6.984999999999999|null|C000000015|Lekkerland Nederland|false|C000000015|C0000000076|0848|69.85|10|EACH|EACH|1|EACH|EACH|1||null||0.0||0|50
0|C0000000083|502201|8.3|3|Pall Mall Red 20|Pall Mall Red 20||0|0|M|0|null|Pall Mall Red 20|0|0.0|0|0.0|0.0|0.0| |1|EACH|0.0|5022|0|0.0|false|   |null|0|false|0|||true|0|0|false|false|0|1|false|0||0.0|1|true|20|0|0|0.0|0|false|false|0.0|0.0|EACH|1|EACH|7.0|4000|1||1||false|false|8.3||false|0||false|null|null|null|null|502201|5022|Cigarettes|3|20|0|0|1|0|null|13|0|0|false|5022|Tobacco|13|3|21||0|0|0|0.0|7.2|1|65.73|8.3|4000|TABAKSWAREN|EACH|EACH|1|false|2019-10-30 22:02:09.913|ADMIN|0.0|5.664|5.664|3|21|21% (3)|C000000015|true|830194_2311|10|0.0|0|0|false|65.73|10|0.0|1|EACH||false|0.0|0.0|6.573|null|C000000015|Lekkerland Nederland|false|C000000015|C0000000083|0848|65.73|10|EACH|EACH|1|EACH|EACH|1||null||0.0||0|0
0|C0000000087|502202|2.15|3|Ritmeester Moods Filter 5|Ritmeester Moods Filter 5||0|0|M|0|null|Ritm Moods Filter 5|0|0.0|0|0.0|0.0|0.0| |1|EACH|0.0|5022|0|0.0|false|   |null|0|false|0|||true|0|0|false|false|0|1|false|0||0.0|1|true|0|0|0|0.0|0|false|false|0.0|0.0|EACH|1|EACH|2.1|4000|1||1||false|false|2.15||false|0||false|null|null|null|null|502202|5022|Cigars|3|0|0|0|1|0|null|13|0|0|false|5022|Tobacco|13|3|21||0|0|0|0.0|20.5|1|15.65|2.15|4000|TABAKSWAREN|EACH|EACH|1|false|2019-10-30 22:02:09.913|ADMIN|0.0|1.436|1.436|3|21|21% (3)|C000000015|true|825794_2305|10|0.0|0|0|false|15.65|10|0.0|1|EACH||false|0.0|0.0|1.565|null|C000000015|Lekkerland Nederland|false|C000000015|C0000000087|0848|15.65|10|EACH|EACH|1|EACH|EACH|1||null||0.0||0|0
