Currstock|ProductID|SubDepartmentID|SellingPrice|VatCode|Description|AltDescription|PackSize|CurrentStock|MinimumStock|LabelType|StockOnOrder|PosTextl|ShelfLableText|DiscountGroup|DiscountAmount|DiscountPercent|Price2|Price3|Price4|Bomm|UofMQty|Unit|AvgCost|DepartmentID|LinkNumber|Weight|SoldInCases|ProductType|SeasonId|RoundingMethod|Inactive|ContentsQty|UnitOfMeasure|UnitOfMeasurePPU|InheritOrderParams|IdealStock|CoverDays|UseTargetMargin|WeightItem|ProdNo|SoFormula|Deleted|CourseID|Purpose|DiaWeight|LabelCount|UsePIDTargetMargin|PIDTargetMargin|BOMType|BOMShowOnReceipt|BOMUseCostPrice|BOMProduction|KPInheritFromSubDep|NotForSale|Price5|Price6|StockUnitID|StockUOM|BaseUnitID|BasePrice|ProductCat|PackUOM|PackUnitID|CompUOM|CompUnitID|IngredientPID|BOMForecast|MaxiPrice|DepositPID|NoStock|ExternalType|ExternalCode|IsSecondaryVAT|DepositPID2|ProductCat2|PrimaryVATText|SecondaryVATText|BOSubDepartmentSubDepartmentID|BOSubDepartmentDepartmentID|BOSubDepartmentDescription|BOSubDepartmentVatCode|BOSubDepartmentTargetMargin|BOSubDepartmentIdealStock|BOSubDepartmentMinimumStock|BOSubDepartmentSOFormula|BOSubDepartmentCoverDays|BOSubDepartmentTargetGoodWastagePct|BOSubDepartmentIGCode_Default|BOSubDepartmentMinVisStock|BOSubDepartmentAge|BOSubDepartmentLocalItemsAllow|BODepartmentDepartmentID|BODepartmentDescription|BODepartmentIGCode_Default|BOVatRatesVatCode|BOVatRatesVatRate|BOBarCodeBarCode|BOProductSumOnOrder|BOProductSumSalesLastWeek|BOProductSumSalesYTD|BOProductSumSalesAVG|BOProductSumSellingPrice|BOProductSumCaseQty|BOProductSumCaseCostPrice|BOProductSumMaxPrice|ProductCategoryNumber|ProductCategorysValue1|UnitConvertFromUnitID|UnitConvertToUnitID|UnitConvertFactor|UnitConvertDeleted|UnitConvertLastChanged|UnitConvertUserID|BOProductAVGCostCalculatedAvgCost|BOProductAVGCostAvgCost|BOProductAVGCostLatestCost|BOVatRatesVatCode|BOVatRatesVatRate|BOVatRatesText|BOSupplierProductSupplierID|BOSupplierProductPrimarySupplier|BOSupplierProductSupplierProductID|BOSupplierProductCaseQuantity|BOSupplierProductRecRetailPrice|BOSupplierProductMaxOrderQty|BOSupplierProductMinOrderQty|BOSupplierProductSplitCaseOrder|BOSupplierProductCaseCostPrice|BOSupplierProductWHCaseQty|BOSupplierProductCaseCostPrice2|BOSupplierProductOrderUOM|BOSupplierProductOrderUnitID|BOSupplierProductOrderPack|BOSupplierProductUseStockUnitInGR|BOSupplierProductStockUnitCost|BOSupplierProductCurrCaseCostPrice|BOSupplierProductBaseUnitCost|BOSupplierProductDepositValue|BOSupplierSupplierID|BOSupplierSupplierName|BOSupplierDeleted|BOSupplierCostPricesSupplierID|BOSupplierCostPricesProductID|BOSupplierCostPricesStoreID|BOSupplierCostPricesCaseCostPrice|BOSupplierCostPricesCaseQty|UnitConvert2FromUnitID|UnitConvert2ToUnitID|UnitConvert2Factor|UnitConvert3FromUnitID|UnitConvert3ToUnitID|UnitConvert3Factor|BOProductCategoryText|BOProductCategory2Value|BOProductCategory2Text|UnitCost|Barcode|TargetMargin|BOStockSUMCalculatedCurrStock
0|C0000000025|502701|1.15|1|DELIST 202302 WHEAT CRUNCHIES BACON 50G|||0|0|M|0|null|DELIST 202302 WHEAT CRUNCHIES BACON 50G|0|0.0|0|0.0|0.0|0.0| |1|EACH|0.0|5027|0|0.0|false|   |null|0|true|0|||true|0|0|false|false|0|0|false|0||0.0|0|true|0|0|0|0.0|0|false|false|0.0|0.0|EACH|1|EACH|1.15|3200|1||1||false|false|1.18||false|0|0|false|||||502701|5027|Salty Snacks|1|0|0|0|0|0|null|04|0|0|true|5027|Snacks|04|1|0||0|0|0|0.0|1.18|32|16.31|1.18|3200|Snacks Z|EACH|EACH|1|false|2023-12-11 15:50:53.943|ADMIN|0.0|0.0|0.0|1|0|0% (1)|C000000009|false|85493026|32|1.15|0|0|false|20.8|32|0.0|1|EACH||false|0.65|20.8|0.65|0|C000000009|Booker Ambient|false|C000000009|C0000000025|0462|20.8|32|EACH|EACH|1|EACH|EACH|1||||0.0||0|0
0|C0000000028|502501|3.5|3|FANTA ORANGE 2LTR|||0|0|M|0|null|FANTA ORANGE 2LTR|0|0.0|0|0.0|0.0|0.0| |1|EACH|0.0|5025|0|0.0|false|   |null|0|false|0|||true|0|0|false|false|0|0|false|0||0.0|0|true|0|0|0|0.0|0|false|false|0.0|0.0|EACH|1|EACH|3.5|7119|1||1||false|false|3.6||false|0|0|false|||||502501|5025|Carbonated|3|0|0|0|0|0|null|04|0|0|true|5025|Non Alcoholic Beverages|04|3|20||0|0|0|0.7692307692307693|3.6|6|10.65|3.6|7119|Soft drinks S|EACH|EACH|1|false|2023-12-11 15:50:53.943|ADMIN|0.0|1.9283333333|1.9283333333|3|20|20% (3)|C000000009|false|12162698|6|3.5|0|0|false|11.57|6|0.0|1|EACH||false|1.9283333333333335|11.57|1.9283333333333335|0|C000000009|Booker Ambient|false|C000000009|C0000000028|0462|11.57|6|EACH|EACH|1|EACH|EACH|1||||0.0||0|0
0|C0000000032|502603|18.29|3|DELIST 202110 GORDONS SIC LEM GIN 75CL|||0|0|M|0|null|DELIST 202110 GORDONS SIC LEM GIN 75CL|0|0.0|0|0.0|0.0|0.0| |1|EACH|0.0|5026|0|0.0|false|   |null|0|true|0|||true|0|0|false|false|0|0|false|0||0.0|0|true|0|0|0|0.0|0|false|false|0.0|0.0|EACH|1|EACH|18.29|7019|1||1||false|false|18.85||false|0|0|false|||||502603|5026|Spirits|3|0|0|0|0|0|null|04|0|0|false|5026|Alcoholic Beverages|04|3|20||0|0|0|0.0|18.85|6|74.97|18.85|7019|Alcoholic drinks S|EACH|EACH|1|false|2023-12-11 15:50:53.943|ADMIN|0.0|12.495|12.495|3|20|20% (3)|C000000009|true|92102335|6|0.0|0|0|false|74.97|6|0.0|1|EACH||false|12.495|74.97|12.495|0|C000000009|Booker Ambient|false|C000000009|C0000000032|0462|74.97|6|EACH|EACH|1|EACH|EACH|1||||0.0||0|0
0|C0000000033|502601|6.5|3|HEINEKEN PM4/650|||0|0|M|0|null|HEINEKEN PM4/650|0|0.0|0|0.0|0.0|0.0| |1|EACH|0.0|5026|0|0.0|false|   |null|0|false|0|||true|0|0|false|false|0|0|false|0||0.0|0|true|0|0|0|0.0|0|false|false|0.0|0.0|EACH|1|EACH|6.5|7019|1||1||false|false|6.5||false|0|0|false|||||502601|5026|Beer|3|0|0|0|0|0|0|04|0|0|false|5026|Alcoholic Beverages|04|3|20||0|0|0|0.0|6.5|6|26.66|6.5|7019|Alcoholic drinks S|EACH|EACH|1|false|2023-12-11 15:50:53.943|ADMIN|0.0|4.4433333333|4.4433333333|3|20|20% (3)|C000000009|true|92074922|6|0.0|0|0|false|26.66|6|0.0|1|EACH||false|4.443333333333333|26.66|4.443333333333333|0|C000000009|Booker Ambient|false|C000000009|C0000000033|0462|26.66|6|EACH|EACH|1|EACH|EACH|1||||0.0||0|0
0|C0000000034|502206|7.3|3|NORDIC SPIRIT MINT 12MG.|||0|0|T|0|null|NORDIC SPIRIT MINT 12MG|0|0.0|0|0.0|0.0|0.0| |1|EACH|0.0|5022|0|0.0|false|   |null|0|false|0|||true|0|0|false|false|0|0|false|0||0.0|0|true|0|0|0|0.0|0|false|false|0.0|0.0|EACH|1|EACH|7.3|4019|1||1||false|false|7.5||false|0|0|false|||||502206|5022|Other Tobacco|3|0|0|0|0|0|null|04|0|0|false|5022|Tobacco|04|3|20||0|0|0|0.0|7.5|5|27.77|7.5|4019|Tobacco/Cigarettes S|EACH|EACH|1|false|2023-12-11 15:50:53.943|ADMIN|0.0|4.722|4.722|3|20|20% (3)|C000000009|true|92148616|5|7.3|0|0|false|27.77|5|0.0|1|EACH||false|5.554|27.77|5.554|0|C000000009|Booker Ambient|false|C000000009|C0000000034|0462|27.77|5|EACH|EACH|1|EACH|EACH|1||||0.0||0|0
0|C0000000035|502203|32.95|3|CUTTERS CHOICE EX FINE 50G|||0|0|T|0|null|CUTTERS CHOICE EX FINE 50G|0|0.0|0|0.0|0.0|0.0| |1|EACH|0.0|5022|0|0.0|false|   |null|0|false|0|||false|0|0|false|false|0|0|false|0||0.0|0|true|0|0|0|0.0|0|false|false|0.0|0.0|EACH|1|EACH|32.95|4019|1||1||false|false|33.2||false|0|0|false|||||502203|5022|RYO|3|0|0|0|0|0|null|04|0|0|false|5022|Tobacco|04|3|20||0|0|0|0.0|33.15|5|125.35|33.2|4019|Tobacco/Cigarettes S|EACH|EACH|1|false|2023-12-11 15:50:53.943|ADMIN|0.0|21.042|21.042|3|20|20% (3)|C000000009|true|92081458|5|32.95|0|0|false|125.35|5|0.0|1|EACH||false|25.07|125.35|25.07|0|C000000009|Booker Ambient|false|C000000009|C0000000035|0462|125.35|5|EACH|EACH|1|EACH|EACH|1||||0.0||0|0
0|C0000000039|502801|2.45|3|NESTLE FRUIT PASTILLE LOLLY 4X65ML|||0|0|M|0|null|NESTLE FRUIT PASTILLE LOLLY 4X65ML|0|0.0|0|0.0|0.0|0.0| |1|EACH|0.0|5028|0|0.0|false|   |null|0|false|0|||true|0|0|false|false|0|0|false|0||0.0|0|true|0|0|0|0.0|0|false|false|0.0|0.0|EACH|1|EACH|2.45|3419|1||1||false|false|2.5||false|0|0|false|||||502801|5028|Frozen Food|3|0|0|0|0|0|null|04|0|0|true|5028|Groceries|04|3|20||0|0|0|0.0|2.5|12|22.8|2.5|3419|Frozen food S|EACH|EACH|1|false|2023-12-11 15:50:53.943|ADMIN|0.0|1.24|1.24|3|20|20% (3)|C000000009|true|81331997|12|2.45|0|0|false|18.2|12|0.0|1|EACH||false|1.5166666666666666|18.2|1.5166666666666666|0|C000000009|Booker Ambient|false|C000000009|C0000000039|0462|18.2|12|EACH|EACH|1|EACH|EACH|1||||0.0||0|0
0|C0000000040|502801|4.3|1|MCCAIN FRENCH FRIES 900G|||0|0|M|0|null|MCCAIN FRENCH FRIES 900G|0|0.0|0|0.0|0.0|0.0| |1|EACH|0.0|5028|0|0.0|false|   |null|0|false|0|||true|0|0|false|false|0|0|false|0||0.0|0|true|0|0|0|0.0|0|false|false|0.0|0.0|EACH|1|EACH|4.3|3400|1||1||false|false|4.35||false|0|0|false|||||502801|5028|Frozen Food|1|0|0|0|0|0|null|04|0|0|true|5028|Groceries|04|1|0||0|0|0|0.0|4.35|12|35.12|4.35|3400|Frozen food Z|EACH|EACH|1|false|2023-12-11 15:50:53.943|ADMIN|0.0|2.3058333333|2.3058333333|1|0|0% (1)|C000000009|true|85824926|12|4.3|0|0|false|35.12|12|0.0|1|EACH||false|2.9266666666666663|32.72|2.9266666666666663|0|C000000009|Booker Ambient|false|C000000009|C0000000040|0462|35.12|12|EACH|EACH|1|EACH|EACH|1||||0.0||0|0
0|C0000000041|502203|34.0|3|L&B ORIGINAL RYO 50G|||0|0|T|0|null|L&B ORIGINAL RYO 50G|0|0.0|0|0.0|0.0|0.0| |1|EACH|0.0|5022|0|0.0|false|   |null|0|false|0|||true|0|0|false|false|0|0|false|0||0.0|0|true|0|0|0|0.0|0|false|false|0.0|0.0|EACH|1|EACH|34.0|4019|1||1||false|false|34.25||false|0|0|false|||||502203|5022|RYO|3|0|0|0|0|0|null|04|0|0|false|5022|Tobacco|04|3|20||0|0|0|0.0|34.2|5|129.39|34.25|4019|Tobacco/Cigarettes S|EACH|EACH|1|false|2023-12-11 15:50:53.943|ADMIN|0.0|19.118|19.118|3|20|20% (3)|C000000009|true|92109913|5|34.0|0|0|false|129.39|5|0.0|1|EACH||false|25.877999999999997|129.39|25.877999999999997|0|C000000009|Booker Ambient|false|C000000009|C0000000041|0462|129.39|5|EACH|EACH|1|EACH|EACH|1||||0.0||0|0
0|C0000000042|502203|32.75|3|RIVERSTONE RYO 50G|||0|0|T|0|null|RIVERSTONE RYO 50G|0|0.0|0|0.0|0.0|0.0| |1|EACH|0.0|5022|0|0.0|false|   |null|0|false|0|||true|0|0|false|false|0|0|false|0||0.0|0|true|0|0|0|0.0|0|false|false|0.0|0.0|EACH|1|EACH|32.75|4019|1||1||false|false|33.0||false|0|0|false|||||502203|5022|RYO|3|0|0|0|0|0|null|04|0|0|false|5022|Tobacco|04|3|20||0|0|0|0.0|32.6|5|124.58|33.0|4019|Tobacco/Cigarettes S|EACH|EACH|1|false|2023-12-11 15:50:53.943|ADMIN|0.0|17.704|17.704|3|20|20% (3)|C000000009|true|92101591|5|32.75|0|0|false|124.58|5|0.0|1|EACH||false|24.916|124.58|24.916|0|C000000009|Booker Ambient|false|C000000009|C0000000042|0462|124.58|5|EACH|EACH|1|EACH|EACH|1||||0.0||0|0
