Currstock|ProductID|SubDepartmentID|SellingPrice|VatCode|Description|AltDescription|PackSize|CurrentStock|MinimumStock|LabelType|StockOnOrder|PosTextl|ShelfLableText|DiscountGroup|DiscountAmount|DiscountPercent|Price2|Price3|Price4|Bomm|UofMQty|Unit|AvgCost|DepartmentID|LinkNumber|Weight|SoldInCases|ProductType|SeasonId|RoundingMethod|Inactive|ContentsQty|UnitOfMeasure|UnitOfMeasurePPU|InheritOrderParams|IdealStock|CoverDays|UseTargetMargin|WeightItem|ProdNo|SoFormula|Deleted|CourseID|Purpose|DiaWeight|LabelCount|UsePIDTargetMargin|PIDTargetMargin|BOMType|BOMShowOnReceipt|BOMUseCostPrice|BOMProduction|KPInheritFromSubDep|NotForSale|Price5|Price6|StockUnitID|StockUOM|BaseUnitID|BasePrice|ProductCat|PackUOM|PackUnitID|CompUOM|CompUnitID|IngredientPID|BOMForecast|MaxiPrice|DepositPID|NoStock|ExternalType|ExternalCode|IsSecondaryVAT|DepositPID2|ProductCat2|PrimaryVATText|SecondaryVATText|BOSubDepartmentSubDepartmentID|BOSubDepartmentDepartmentID|BOSubDepartmentDescription|BOSubDepartmentVatCode|BOSubDepartmentTargetMargin|BOSubDepartmentIdealStock|BOSubDepartmentMinimumStock|BOSubDepartmentSOFormula|BOSubDepartmentCoverDays|BOSubDepartmentTargetGoodWastagePct|BOSubDepartmentIGCode_Default|BOSubDepartmentMinVisStock|BOSubDepartmentAge|BOSubDepartmentLocalItemsAllow|BODepartmentDepartmentID|BODepartmentDescription|BODepartmentIGCode_Default|BOVatRatesVatCode|BOVatRatesVatRate|BOBarCodeBarCode|BOProductSumOnOrder|BOProductSumSalesLastWeek|BOProductSumSalesYTD|BOProductSumSalesAVG|BOProductSumSellingPrice|BOProductSumCaseQty|BOProductSumCaseCostPrice|BOProductSumMaxPrice|ProductCategoryNumber|ProductCategorysValue1|UnitConvertFromUnitID|UnitConvertToUnitID|UnitConvertFactor|UnitConvertDeleted|UnitConvertLastChanged|UnitConvertUserID|BOProductAVGCostCalculatedAvgCost|BOProductAVGCostAvgCost|BOProductAVGCostLatestCost|BOVatRatesVatCode|BOVatRatesVatRate|BOVatRatesText|BOSupplierProductSupplierID|BOSupplierProductPrimarySupplier|BOSupplierProductSupplierProductID|BOSupplierProductCaseQuantity|BOSupplierProductRecRetailPrice|BOSupplierProductMaxOrderQty|BOSupplierProductMinOrderQty|BOSupplierProductSplitCaseOrder|BOSupplierProductCaseCostPrice|BOSupplierProductWHCaseQty|BOSupplierProductCaseCostPrice2|BOSupplierProductOrderUOM|BOSupplierProductOrderUnitID|BOSupplierProductOrderPack|BOSupplierProductUseStockUnitInGR|BOSupplierProductStockUnitCost|BOSupplierProductCurrCaseCostPrice|BOSupplierProductBaseUnitCost|BOSupplierProductDepositValue|BOSupplierSupplierID|BOSupplierSupplierName|BOSupplierDeleted|BOSupplierCostPricesSupplierID|BOSupplierCostPricesProductID|BOSupplierCostPricesStoreID|BOSupplierCostPricesCaseCostPrice|BOSupplierCostPricesCaseQty|UnitConvert2FromUnitID|UnitConvert2ToUnitID|UnitConvert2Factor|UnitConvert3FromUnitID|UnitConvert3ToUnitID|UnitConvert3Factor|BOProductCategoryText|BOProductCategory2Value|BOProductCategory2Text|UnitCost|Barcode|TargetMargin|BOStockSUMCalculatedCurrStock
0|C00000000009842|502703|1.35|1|-Stimorol MaxSplash Spearmint 10st 22g|-Stimorol MaxSplash Spearmint 10st 22g|null|null|null|M|null|null|Stim MS Spearmint|null|null|null|null|null|null|null|1|EACH|null|5027|null|null|false|null|null|null|false|null|null|null|false|null|null|false|false|null|1|false|0|null|null|1|true|null|0|0|0.0|0|true|false|0.0|0.0|EACH|1|EACH|0.0|3006|1||1||false|false|1.35|null|false|0|null|false|null|null|null|null|502703|5027|Confectionary|1|0|0|0|1|0|null|13|0|0|false|5027|Snacks|13|1|9||0|0|0|0.0|1.35|16|9.84|1.35|3006|Misc. Merchandise VAT 1|EACH|EACH|1|false|2019-10-30 22:02:09.913|ADMIN|0.0|0.0|0.615|1|9|9% (1)|C000000015|true|251305|16|0.0|0|0|false|9.84|1|0.0|1|EACH||false|0.615|9.84|0.615|null|C000000015|Lekkerland Nederland|false|C000000015|C00000000009842|8016|9.84|1|EACH|EACH|1|EACH|EACH|1||null||0.0||0|0
0|C00000000009843|502703|3.35|1|-Stimorol Original Bt35 51g|-Stimorol Original Bt35 51g|null|null|null|M|null|null|Stim Orgnl Bt35|null|null|null|null|null|null|null|1|EACH|null|5027|null|null|false|null|null|null|false|null|null|null|false|null|null|false|false|null|1|false|0|null|null|1|true|null|0|0|0.0|0|true|false|0.0|0.0|EACH|1|EACH|0.0|3006|1||1||false|false|3.35|null|false|0|null|false|null|null|null|null|502703|5027|Confectionary|1|0|0|0|1|0|null|13|0|0|false|5027|Snacks|13|1|9||0|0|0|0.0|3.35|6|9.97|3.35|3006|Misc. Merchandise VAT 1|EACH|EACH|1|false|2019-10-30 22:02:09.913|ADMIN|0.0|0.0|1.6083333333|1|9|9% (1)|C000000015|true|210129|6|0.0|0|0|false|9.97|6|0.0|1|EACH||false|1.505|9.03|1.6616666666666668|null|C000000015|Lekkerland Nederland|false|C000000015|C00000000009843|8016|9.97|1|EACH|EACH|1|EACH|EACH|1||null||0.0||0|0
0|C00000000009844|502703|2.2|1|-Klene Muntdrop 140g|-Klene Muntdrop 140g|null|null|null|M|null|null|Klene Muntdrop 140g|null|null|null|null|null|null|null|1|EACH|null|5027|null|null|false|null|null|null|false|null|null|null|false|null|null|false|false|null|1|false|0|null|null|1|true|null|0|0|0.0|0|true|false|0.0|0.0|EACH|1|EACH|0.0|3006|1||1||false|false|2.2|null|false|0|null|false|null|null|null|null|502703|5027|Confectionary|1|0|0|0|1|0|null|13|0|0|false|5027|Snacks|13|1|9||0|0|0|0.0|2.2|12|13.79|2.2|3006|Misc. Merchandise VAT 1|EACH|EACH|1|false|2019-10-30 22:02:09.913|ADMIN|0.0|0.0|1.1491666667|1|9|9% (1)|C000000015|true|256161|12|0.0|0|0|false|13.79|1|0.0|1|EACH||false|1.1491666666666667|13.79|1.1491666666666667|null|C000000015|Lekkerland Nederland|false|C000000015|C00000000009844|8016|13.79|1|EACH|EACH|1|EACH|EACH|1||null||0.0||0|0
0|C00000000009845|502703|2.25|1|-Klene Zakkenrollers 150g|-Klene Zakkenrollers 150g|null|null|null|M|null|null|-Klene Zakkenrollers 150g|null|null|null|null|null|null|null|1|EACH|null|5027|null|null|false|null|null|null|false|null|null|null|false|null|null|false|false|null|1|false|0|null|null|1|true|null|0|0|0.0|0|true|false|0.0|0.0|EACH|1|EACH|0.0|3006|1||1||false|false|2.25|null|false|0|null|false|null|null|null|null|502703|5027|Confectionary|1|0|0|0|1|0|null|13|0|0|false|5027|Snacks|13|1|9||0|0|0|0.0|2.25|12|14.45|2.25|3006|Misc. Merchandise VAT 1|EACH|EACH|1|false|2019-10-30 22:02:09.913|ADMIN|0.0|0.0|1.2041666667|1|9|9% (1)|C000000015|true|256137|12|0.0|0|0|false|14.45|1|0.0|1|EACH||false|1.2041666666666666|14.45|1.2041666666666666|null|C000000015|Lekkerland Nederland|false|C000000015|C00000000009845|8016|14.45|1|EACH|EACH|1|EACH|EACH|1||null||0.0||0|0
0|C00000000009846|502703|1.0|1|-Mentos Air 37.5g|-Mentos Air 37.5g|null|null|null|M|null|null|Mentos Air|null|null|null|null|null|null|null|1|EACH|null|5027|null|null|false|null|null|null|false|null|null|null|false|null|null|false|false|null|1|false|0|null|null|1|true|null|0|0|0.0|0|true|false|0.0|0.0|EACH|1|EACH|0.0|3006|1||1||false|false|1.0|null|false|0|null|false|null|null|null|null|502703|5027|Confectionary|1|0|0|0|1|0|null|13|0|0|false|5027|Snacks|13|1|9||0|0|0|0.0|1.0|40|17.19|1.0|3006|Misc. Merchandise VAT 1|EACH|EACH|1|false|2019-10-30 22:02:09.913|ADMIN|0.0|0.0|0.39|1|9|9% (1)|C000000015|true|244821|40|0.0|0|0|false|17.19|40|0.0|1|EACH||false|0.39|15.6|0.42975|null|C000000015|Lekkerland Nederland|false|C000000015|C00000000009846|8016|17.19|1|EACH|EACH|1|EACH|EACH|1||null||0.0||0|0
0|C00000000009847|502703|2.35|1|-Smint Strawberry XL 50st 35g|-Smint Strawberry XL 50st 35g|null|null|null|M|null|null|Smint Strawberry XL|null|null|null|null|null|null|null|1|EACH|null|5027|null|null|false|null|null|null|false|null|null|null|false|null|null|false|false|null|1|false|0|null|null|1|true|null|0|0|0.0|0|true|false|0.0|0.0|EACH|1|EACH|0.0|3006|1||1||false|false|2.35|null|false|0|null|false|null|null|null|null|502703|5027|Confectionary|1|0|0|0|1|0|null|13|0|0|false|5027|Snacks|13|1|9||0|0|0|0.0|2.35|12|17.19|2.35|3006|Misc. Merchandise VAT 1|EACH|EACH|1|false|2019-10-30 22:02:09.913|ADMIN|0.0|0.0|1.3075|1|9|9% (1)|C000000015|true|208132|12|0.0|0|0|false|17.19|12|0.0|1|EACH||false|1.3074999999999999|15.69|1.4325|null|C000000015|Lekkerland Nederland|false|C000000015|C00000000009847|8016|17.19|1|EACH|EACH|1|EACH|EACH|1||null||0.0||0|0
0|C00000000009848|502703|2.35|1|-Smint Sweetmint XL 50st 35g|-Smint Sweetmint XL 50st 35g|null|null|null|M|null|null|Smint Sweetmint XL|null|null|null|null|null|null|null|1|EACH|null|5027|null|null|false|null|null|null|false|null|null|null|false|null|null|false|false|null|1|false|0|null|null|1|true|null|0|0|0.0|0|true|false|0.0|0.0|EACH|1|EACH|0.0|3006|1||1||false|false|2.35|null|false|0|null|false|null|null|null|null|502703|5027|Confectionary|1|0|0|0|1|0|null|13|0|0|false|5027|Snacks|13|1|9||0|0|0|0.0|2.35|12|15.69|2.35|3006|Misc. Merchandise VAT 1|EACH|EACH|1|false|2019-10-30 22:02:09.913|ADMIN|0.0|0.0|1.3075|1|9|9% (1)|C000000015|true|235903|12|0.0|0|0|false|15.69|1|0.0|1|EACH||false|1.3074999999999999|15.69|1.3074999999999999|null|C000000015|Lekkerland Nederland|false|C000000015|C00000000009848|8016|15.69|1|EACH|EACH|1|EACH|EACH|1||null||0.0||0|0
0|C00000000009849|502703|1.55|1|-Napoleon Zwart Wit 150g|-Napoleon Zwart Wit 150g|null|null|null|M|null|null|Napoln ZwartWit 150g|null|null|null|null|null|null|null|1|EACH|null|5027|null|null|false|null|null|null|false|null|null|null|false|null|null|false|false|null|1|false|0|null|null|1|true|null|0|0|0.0|0|true|false|0.0|0.0|EACH|1|EACH|0.0|3006|1||1||false|false|1.55|null|false|0|null|false|null|null|null|null|502703|5027|Confectionary|1|0|0|0|1|0|null|13|0|0|false|5027|Snacks|13|1|9||0|0|0|0.0|1.55|12|12.52|1.55|3006|Misc. Merchandise VAT 1|EACH|EACH|1|false|2019-10-30 22:02:09.913|ADMIN|0.0|0.0|0.8|1|9|9% (1)|C000000015|true|203939|12|0.0|0|0|false|12.52|12|0.0|1|EACH||false|0.7999999999999999|9.6|1.0433333333333332|null|C000000015|Lekkerland Nederland|false|C000000015|C00000000009849|8016|12.52|1|EACH|EACH|1|EACH|EACH|1||null||0.0||0|0
0|C00000000009850|502703|1.75|1|-Cdor Repen Puur/Noten 45g|-Cdor Repen Puur/Noten 45g||0|0|M|0|null|Cdor Puur/Noten|0|0.0|0|0.0|0.0|0.0| |1|EACH|null|5027|0|0.0|false|   |null|0|false|0|||false|0|0|false|false|null|1|false|0||0.0|1|true|0|0|0|0.0|0|true|false|0.0|0.0|EACH|1|EACH|1.75|3006|1||1||false|false|1.75||false|0||false|null|null|null|null|502703|5027|Confectionary|1|0|0|0|1|0|null|13|0|0|false|5027|Snacks|13|1|9||0|0|0|0.0|1.75|32|25.35|1.75|3006|Misc. Merchandise VAT 1|EACH|EACH|1|false|2019-10-30 22:02:09.913|ADMIN|0.0|0.0|0.7253125|1|9|9% (1)|C000000015|true|59854|32|1.75|0|0|false|25.35|32|0.0|1|EACH||false|0.7253125|21.79|0.7921875|null|C000000015|Lekkerland Nederland|false|C000000015|C00000000009850|8016|25.35|1|EACH|EACH|1|EACH|EACH|1||null||0.0||0|0
0|C00000000009851|502703|0.0|1|-TonysCL Stortbak 1st|-TonysCL Stortbak 1st|null|null|null|M|null|null|-TonysCL Stortbak 1st|null|null|null|null|null|null|null|1|EACH|null|5027|null|null|false|null|null|null|false|null|null|null|false|null|null|false|false|null|1|false|0|null|null|1|true|null|0|0|0.0|0|true|false|0.0|0.0|EACH|1|EACH|0.0|3006|1||1||false|false|0.0|null|false|0|null|false|null|null|null|null|502703|5027|Confectionary|1|0|0|0|1|0|null|13|0|0|false|5027|Snacks|13|1|9||0|0|0|0.0|0.0|1|0.01|0.0|3006|Misc. Merchandise VAT 1|EACH|EACH|1|false|2019-10-30 22:02:09.913|ADMIN|0.0|0.0|0.01|1|9|9% (1)|C000000015|true|372180|1|0.0|0|0|false|0.01|1|0.0|1|EACH||false|0.01|0.01|0.01|null|C000000015|Lekkerland Nederland|false|C000000015|C00000000009851|8016|0.01|1|EACH|EACH|1|EACH|EACH|1||null||0.0||0|0
