TYP#SNO#=2
DATI#SNO#=#DATI#
STATION_NR#SNO#=#STATION_NR#
SHF#SNO#=#ShiftID#
ACC_REP_NR#SNO#=#ACC_REP_NR#
OPID#SNO#=#OPID#
REF#SNO#=#AccDayNum#@TillID@#REFSEQ#
SEQ#SNO#=#SEQ#
SAFTDATI#SNO#=#DATI#
LCUR#SNO#=10
PAN#SNO#=476364*******801
MERCH_ID#SNO#,1=A
MERCH_NAME#SNO#,1=Test Store
MERCH_RECEIPT_SEQ_NR#SNO#,1=0#STATION_NR#00261638
PRI#SNO#,1=3.25
UPR#SNO#,1=3.25
QTY#SNO#,1=1.00
QTYUNIT#SNO#,1=1
GAMT#SNO#,1=3.25
AMT#SNO#,1=3.25
UGAMT#SNO#,1=3.25
UAMT#SNO#,1=3.25
PLU#SNO#,1=105541
NAM#SNO#,1=LARGE LATTE
GRP#SNO#,1=5021
CRD#SNO#,1=1319
BAR#SNO#,1=5054603020809
ART_MERCH_ID#SNO#,1=A
PRC#SNO#,1=20.00
VAMT#SNO#,1=0.54
EXC#SNO#,1=2.71
INC#SNO#,1=3.25
PRI#SNO#,2=11.00
UPR#SNO#,2=11.00
QTY#SNO#,2=1.00
QTYUNIT#SNO#,2=1
GAMT#SNO#,2=11.00
AMT#SNO#,2=11.00
UGAMT#SNO#,2=11.00
UAMT#SNO#,2=11.00
PLU#SNO#,2=102758
NAM#SNO#,2=EU PLAYERS RED KS 20
GRP#SNO#,2=5022
CRD#SNO#,2=4019
BAR#SNO#,2=5000431026902
ART_MERCH_ID#SNO#,2=A
PRC#SNO#,2=20.00
VAMT#SNO#,2=1.83
EXC#SNO#,2=9.17
INC#SNO#,2=11.00
PRI#SNO#,3=2.00
UPR#SNO#,3=2.00
QTY#SNO#,3=1.00
QTYUNIT#SNO#,3=1
GAMT#SNO#,3=2.00
AMT#SNO#,3=2.00
UGAMT#SNO#,3=2.00
UAMT#SNO#,3=2.00
PLU#SNO#,3=107844
NAM#SNO#,3=CLIPPER SILVERTOP LI
GRP#SNO#,3=5022
CRD#SNO#,3=4019
BAR#SNO#,3=8412765008504
ART_MERCH_ID#SNO#,3=A
PRC#SNO#,3=20.00
VAMT#SNO#,3=0.33
EXC#SNO#,3=1.67
INC#SNO#,3=2.00
CPPAN#SNO#,1=476364*******801
MOP#SNO#,1=6
MOP_ADDX#SNO#,1=50
MOP_ADDY#SNO#,1=12
ROP#SNO#,1=1
PM#SNO#,1=949
PSUB#SNO#,1=12
PA#SNO#,1=16.25
SLSTOT#SNO#=16.25
