TYP#SNO#=2
DATI#SNO#=#DATI#
STATION_NR#SNO#=#STATION_NR#
SHF#SNO#=#ShiftID#
ACC_REP_NR#SNO#=#ACC_REP_NR#
OPID#SNO#=#OPID#
REF#SNO#=#AccDayNum#@TillID@#REFSEQ#
SEQ#SNO#=#SEQ#
SAFTDATI#SNO#=#DATI#
LCUR#SNO#=10
PAN#SNO#=521754*******987
MERCH_ID#SNO#,1=A
MERCH_NAME#SNO#,1=Test Store
MERCH_RECEIPT_SEQ_NR#SNO#,1=0#STATION_NR#00261647
PRI#SNO#,1=2.60
UPR#SNO#,1=2.60
QTY#SNO#,1=1.00
QTYUNIT#SNO#,1=1
GAMT#SNO#,1=2.60
AMT#SNO#,1=2.60
UGAMT#SNO#,1=2.60
UAMT#SNO#,1=2.60
PLU#SNO#,1=100471
NAM#SNO#,1=JO DBS BACON & CHEES
GRP#SNO#,1=5012
CRD#SNO#,1=1319
BAR#SNO#,1=20915926
ART_MERCH_ID#SNO#,1=A
PRC#SNO#,1=20.00
VAMT#SNO#,1=0.43
EXC#SNO#,1=2.17
INC#SNO#,1=2.60
CPPAN#SNO#,1=521754*******987
MOP#SNO#,1=6
MOP_ADDX#SNO#,1=50
MOP_ADDY#SNO#,1=15
ROP#SNO#,1=1
PM#SNO#,1=949
PSUB#SNO#,1=15
PA#SNO#,1=2.60
SLSTOT#SNO#=2.60
