TYP#SNO#=2
DATI#SNO#=#DATI#
STATION_NR#SNO#=#STATION_NR#
SHF#SNO#=#ShiftID#
ACC_REP_NR#SNO#=#ACC_REP_NR#
OPID#SNO#=#OPID#
REF#SNO#=#AccDayNum#@TillID@#REFSEQ#
SEQ#SNO#=#SEQ#
SAFTDATI#SNO#=#DATI#
LCUR#SNO#=10
REPL#SNO#=2
MERCH_ID#SNO#,1=A
MERCH_NAME#SNO#,1=Test Store
MERCH_RECEIPT_SEQ_NR#SNO#,1=0#STATION_NR#00261660
PMP#SNO#,1=3
PUMP_MODE#SNO#,1=1,1,1
NOZZLE#SNO#,1=1
NDATI#SNO#,1=20220930064948
START_DATE#SNO#,1=20220930064931
PRI#SNO#,1=1.619
BASEPRI#SNO#,1=1.619
QTY#SNO#,1=5.01
QTYUNIT#SNO#,1=2
GAMT#SNO#,1=8.11
AMT#SNO#,1=8.11
UGAMT#SNO#,1=8.11
UAMT#SNO#,1=8.11
PLU#SNO#,1=6
NAM#SNO#,1=FS Unleaded
GRP#SNO#,1=1000101
CRD#SNO#,1=325
EXTREF#SNO#,1=6
ART_MERCH_ID#SNO#,1=A
PRC#SNO#,1=20.00
VAMT#SNO#,1=1.35
EXC#SNO#,1=6.76
INC#SNO#,1=8.11
NQUA_CHANGEABLE#SNO#,1=171456.45
MOP#SNO#,1=1
MOP_ADDX#SNO#,1=10
ROP#SNO#,1=1
PM#SNO#,1=110
PA#SNO#,1=10.00
MOP#SNO#,2=1
MOP_ADDX#SNO#,2=10
ROP#SNO#,2=2
PM#SNO#,2=5110
PA#SNO#,2=-1.89
SLSTOT#SNO#=8.11
