TYP#SNO#=2
DATI#SNO#=#DATI#
STATION_NR#SNO#=#STATION_NR#
SHF#SNO#=#ShiftID#
ACC_REP_NR#SNO#=#ACC_REP_NR#
OPID#SNO#=#OPID#
REF#SNO#=#AccDayNum#@TillID@#REFSEQ#
SEQ#SNO#=#SEQ#
SAFTDATI#SNO#=#DATI#
LCUR#SNO#=10
PAN#SNO#=446204*******925
MERCH_ID#SNO#,1=A
MERCH_NAME#SNO#,1=Test Store
MERCH_RECEIPT_SEQ_NR#SNO#,1=0#STATION_NR#00261553
PMP#SNO#,1=8
PUMP_MODE#SNO#,1=1,1,1
NOZZLE#SNO#,1=4
NDATI#SNO#,1=20220930064550
START_DATE#SNO#,1=20220930064501
PRI#SNO#,1=1.799
BASEPRI#SNO#,1=1.799
QTY#SNO#,1=16.69
QTYUNIT#SNO#,1=2
GAMT#SNO#,1=30.03
AMT#SNO#,1=30.03
UGAMT#SNO#,1=30.03
UAMT#SNO#,1=30.03
PLU#SNO#,1=8
NAM#SNO#,1=FS Diesel
GRP#SNO#,1=1000101
CRD#SNO#,1=425
EXTREF#SNO#,1=19
ART_MERCH_ID#SNO#,1=A
PRC#SNO#,1=20.00
VAMT#SNO#,1=5.00
EXC#SNO#,1=25.03
INC#SNO#,1=30.03
NQUA_CHANGEABLE#SNO#,1=314697.61
CPPAN#SNO#,1=446204*******925
MOP#SNO#,1=6
MOP_ADDX#SNO#,1=50
MOP_ADDY#SNO#,1=12
ROP#SNO#,1=1
PM#SNO#,1=949
PSUB#SNO#,1=12
PA#SNO#,1=30.03
SLSTOT#SNO#=30.03
