TYP#SNO#=2
DATI#SNO#=#DATI#
STATION_NR#SNO#=#STATION_NR#
SHF#SNO#=#ShiftID#
ACC_REP_NR#SNO#=#ACC_REP_NR#
OPID#SNO#=#OPID#
REF#SNO#=#AccDayNum#@TillID@#REFSEQ#
SEQ#SNO#=#SEQ#
SAFTDATI#SNO#=#DATI#
LCUR#SNO#=10
PAN#SNO#=537410*******054
LTYP#SNO#=396
LPAN#SNO#=2916291843760
MERCH_ID#SNO#,1=A
MERCH_NAME#SNO#,1=Test Store
MERCH_RECEIPT_SEQ_NR#SNO#,1=0#STATION_NR#00261649
PRI#SNO#,1=3.00
UPR#SNO#,1=3.00
QTY#SNO#,1=1.00
QTYUNIT#SNO#,1=1
GAMT#SNO#,1=3.00
UGAMT#SNO#,1=3.00
PLU#SNO#,1=105511
NAM#SNO#,1=REGULAR CAPPUCCINO
GRP#SNO#,1=5021
CRD#SNO#,1=1319
BAR#SNO#,1=5054603000603
LOYHOSTDSCAMT#SNO#,1,1=3.00
LOYHOSTDSCID#SNO#,1,1=823486052
LOYHOSTDSCNAM#SNO#,1,1=Free Hot Drink
LOYHOSTDSCVAT#SNO#,1,1=NO
ART_MERCH_ID#SNO#,1=A
PRC#SNO#,1=20.00
PRI#SNO#,2=13.60
UPR#SNO#,2=13.60
QTY#SNO#,2=1.00
QTYUNIT#SNO#,2=1
GAMT#SNO#,2=13.60
AMT#SNO#,2=13.60
UGAMT#SNO#,2=13.60
UAMT#SNO#,2=13.60
PLU#SNO#,2=111218
NAM#SNO#,2=EU MARLBORO RED KS 2
GRP#SNO#,2=5022
CRD#SNO#,2=4019
BAR#SNO#,2=5060592005284
ART_MERCH_ID#SNO#,2=A
PRC#SNO#,2=20.00
VAMT#SNO#,2=2.27
EXC#SNO#,2=11.33
INC#SNO#,2=13.60
CPPAN#SNO#,1=537410*******054
MOP#SNO#,1=6
MOP_ADDX#SNO#,1=50
MOP_ADDY#SNO#,1=14
ROP#SNO#,1=1
PM#SNO#,1=949
PSUB#SNO#,1=14
PA#SNO#,1=13.60
SLSTOT#SNO#=13.60
