TYP#SNO#=2
DATI#SNO#=#DATI#
STATION_NR#SNO#=#STATION_NR#
SHF#SNO#=#ShiftID#
ACC_REP_NR#SNO#=#ACC_REP_NR#
OPID#SNO#=#OPID#
REF#SNO#=#AccDayNum#@TillID@#REFSEQ#
SEQ#SNO#=#SEQ#
SAFTDATI#SNO#=#DATI#
LCUR#SNO#=10
PAN#SNO#=481885*******177
MERCH_ID#SNO#,1=A
MERCH_NAME#SNO#,1=Test Store
MERCH_RECEIPT_SEQ_NR#SNO#,1=0#STATION_NR#00261643
PRI#SNO#,1=3.00
UPR#SNO#,1=3.00
QTY#SNO#,1=1.00
QTYUNIT#SNO#,1=1
GAMT#SNO#,1=3.00
AMT#SNO#,1=3.00
UGAMT#SNO#,1=3.00
UAMT#SNO#,1=3.00
PLU#SNO#,1=105516
NAM#SNO#,1=REGULAR LATTE
GRP#SNO#,1=5021
CRD#SNO#,1=1319
BAR#SNO#,1=5054603000801
ART_MERCH_ID#SNO#,1=A
PRC#SNO#,1=20.00
VAMT#SNO#,1=0.50
EXC#SNO#,1=2.50
INC#SNO#,1=3.00
PMP#SNO#,2=1
PUMP_MODE#SNO#,2=1,1,1
NOZZLE#SNO#,2=1
NDATI#SNO#,2=20220930064012
START_DATE#SNO#,2=20220930063839
PRI#SNO#,2=1.619
BASEPRI#SNO#,2=1.619
QTY#SNO#,2=38.04
QTYUNIT#SNO#,2=2
GAMT#SNO#,2=61.59
AMT#SNO#,2=61.59
UGAMT#SNO#,2=61.59
UAMT#SNO#,2=61.59
PLU#SNO#,2=6
NAM#SNO#,2=FS Unleaded
GRP#SNO#,2=1000101
CRD#SNO#,2=325
EXTREF#SNO#,2=6
ART_MERCH_ID#SNO#,2=A
PRC#SNO#,2=20.00
VAMT#SNO#,2=10.26
EXC#SNO#,2=51.33
INC#SNO#,2=61.59
NQUA_CHANGEABLE#SNO#,2=107265.25
CPPAN#SNO#,1=481885*******177
MOP#SNO#,1=6
MOP_ADDX#SNO#,1=50
MOP_ADDY#SNO#,1=13
ROP#SNO#,1=1
PM#SNO#,1=949
PSUB#SNO#,1=13
PA#SNO#,1=64.59
SLSTOT#SNO#=64.59
