TYP#SNO#=2
DATI#SNO#=#DATI#
STATION_NR#SNO#=#STATION_NR#
SHF#SNO#=#ShiftID#
ACC_REP_NR#SNO#=#ACC_REP_NR#
OPID#SNO#=#OPID#
REF#SNO#=#AccDayNum#@TillID@#REFSEQ#
SEQ#SNO#=#SEQ#
SAFTDATI#SNO#=#DATI#
LCUR#SNO#=10
REPL#SNO#=2
MERCH_ID#SNO#,1=A
MERCH_NAME#SNO#,1=Test Store
MERCH_RECEIPT_SEQ_NR#SNO#,1=0#STATION_NR#00261661
PRI#SNO#,1=3.00
UPR#SNO#,1=3.00
QTY#SNO#,1=1.00
QTYUNIT#SNO#,1=1
GAMT#SNO#,1=3.00
AMT#SNO#,1=3.00
UGAMT#SNO#,1=3.00
UAMT#SNO#,1=3.00
PLU#SNO#,1=105511
NAM#SNO#,1=REGULAR CAPPUCCINO
GRP#SNO#,1=5021
CRD#SNO#,1=1319
BAR#SNO#,1=5054603000603
ART_MERCH_ID#SNO#,1=A
PRC#SNO#,1=20.00
VAMT#SNO#,1=0.50
EXC#SNO#,1=2.50
INC#SNO#,1=3.00
PRI#SNO#,2=3.25
UPR#SNO#,2=3.25
QTY#SNO#,2=1.00
QTYUNIT#SNO#,2=1
GAMT#SNO#,2=3.25
AMT#SNO#,2=3.25
UGAMT#SNO#,2=3.25
UAMT#SNO#,2=3.25
PLU#SNO#,2=105541
NAM#SNO#,2=LARGE LATTE
GRP#SNO#,2=5021
CRD#SNO#,2=1319
BAR#SNO#,2=5054603020809
ART_MERCH_ID#SNO#,2=A
PRC#SNO#,2=20.00
VAMT#SNO#,2=0.54
EXC#SNO#,2=2.71
INC#SNO#,2=3.25
MOP#SNO#,1=1
MOP_ADDX#SNO#,1=10
ROP#SNO#,1=1
PM#SNO#,1=110
PA#SNO#,1=10.00
MOP#SNO#,2=1
MOP_ADDX#SNO#,2=10
ROP#SNO#,2=2
PM#SNO#,2=5110
PA#SNO#,2=-3.75
SLSTOT#SNO#=6.25
