TYP#SNO#=2
DATI#SNO#=#DATI#
STATION_NR#SNO#=#STATION_NR#
SHF#SNO#=#ShiftID#
ACC_REP_NR#SNO#=#ACC_REP_NR#
OPID#SNO#=#OPID#
REF#SNO#=#AccDayNum#@TillID@#REFSEQ#
SEQ#SNO#=#SEQ#
SAFTDATI#SNO#=#DATI#
LCUR#SNO#=10
REPL#SNO#=2
MERCH_ID#SNO#,1=A
MERCH_NAME#SNO#,1=Test Store
MERCH_RECEIPT_SEQ_NR#SNO#,1=0#STATION_NR#00261637
PMP#SNO#,1=8
PUMP_MODE#SNO#,1=1,1,1
NOZZLE#SNO#,1=1
NDATI#SNO#,1=20220930064044
START_DATE#SNO#,1=20220930064011
PRI#SNO#,1=1.619
BASEPRI#SNO#,1=1.619
QTY#SNO#,1=6.17
QTYUNIT#SNO#,1=2
GAMT#SNO#,1=9.99
AMT#SNO#,1=9.99
UGAMT#SNO#,1=9.99
UAMT#SNO#,1=9.99
PLU#SNO#,1=6
NAM#SNO#,1=FS Unleaded
GRP#SNO#,1=1000101
CRD#SNO#,1=325
EXTREF#SNO#,1=6
ART_MERCH_ID#SNO#,1=A
PRC#SNO#,1=20.00
VAMT#SNO#,1=1.66
EXC#SNO#,1=8.33
INC#SNO#,1=9.99
NQUA_CHANGEABLE#SNO#,1=63426.59
PRI#SNO#,2=1.79
UPR#SNO#,2=1.79
QTY#SNO#,2=1.00
QTYUNIT#SNO#,2=1
GAMT#SNO#,2=1.79
AMT#SNO#,2=1.79
UGAMT#SNO#,2=1.79
UAMT#SNO#,2=1.79
PLU#SNO#,2=106516
NAM#SNO#,2=MONSTER ENERGY 500ML
GRP#SNO#,2=5025
CRD#SNO#,2=7119
BAR#SNO#,2=5060166690007
ART_MERCH_ID#SNO#,2=A
PRC#SNO#,2=20.00
VAMT#SNO#,2=0.30
EXC#SNO#,2=1.49
INC#SNO#,2=1.79
MOP#SNO#,1=1
MOP_ADDX#SNO#,1=10
ROP#SNO#,1=1
PM#SNO#,1=110
PA#SNO#,1=20.00
MOP#SNO#,2=1
MOP_ADDX#SNO#,2=10
ROP#SNO#,2=2
PM#SNO#,2=5110
PA#SNO#,2=-8.22
SLSTOT#SNO#=11.78
